Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,123684
2021.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,34183
2021.03,Insurance corporations,251,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,32566
2021.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2415
2021.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,8723
2021.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,5056
2021.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,11403
2021.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,546
2021.03,Insurance corporations,251,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,150
2021.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4272
2021.03,Insurance corporations,251,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,34183
2021.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,21
2021.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,2631
2021.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,9073
2021.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,18600
2021.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,2
2021.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3856
2021.03,Insurance corporations,251,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1145
2021.03,Insurance corporations,251,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,473
2021.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,0
2021.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,34183
2021.03,Pension funds,261,Closing balance total assets,LE00000,A000000,122713
2021.03,Pension funds,261,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,122594
2021.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2769
2021.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,4907
2021.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,24
2021.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,107078
2021.03,Pension funds,261,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,7524
2021.03,Pension funds,261,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,71
2021.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,220
2021.03,Pension funds,261,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,122713
2021.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2021.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,51
2021.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2021.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,122412
2021.03,Pension funds,261,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,27
2021.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,223
2021.03,Pension funds,261,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,42
2021.03,Pension funds,261,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,78
2021.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2021.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,122713
2021.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,16937
2021.03,Financial auxiliaries,270,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,13495
2021.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4969
2021.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,688
2021.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,3099
2021.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2056
2021.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
2021.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,61
2021.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,16937
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,437
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,4587
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,7304
2021.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,68
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4540
2021.03,Financial auxiliaries,270,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1976
2021.03,Financial auxiliaries,270,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,1466
2021.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,0
2021.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,16937
2021.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,295774
2021.03,Captive financial institutions,281,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,286364
2021.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,12114
2021.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,38108
2021.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,62143
2021.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,167783
2021.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
2021.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,C
2021.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2021.03,Captive financial institutions,281,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,308402
2021.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
